date,report_org_code,org_code,activity,humanitarian_or_development,state,township,beneficiaries,new_beneficiaries
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Mandalay,Amarapura,7,7
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Mandalay,Amarapura,277,270
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Mandalay,Amarapura,9,9
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,800,800
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,528,528
01/05/2022,org_1538,org_1538,IGA and small grants,Development,Kachin,Mansi,1,0
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,1084,1084
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,273,273
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,597,597
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,2008,2008
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,507,507
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,710,710
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,330,330
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,542,542
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,964,964
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,613,613
01/05/2022,org_1538,org_1538,IGA and small grants,Development,Kachin,Bhamo,1,0
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,556,556
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,649,649
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,809,809
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,695,695
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Ayeyarwady,Einme,854,854
01/10/2022,org_5677,org_5677,livestock kits,Development,Kayin,Hlaingbwe,33,33
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Shan (North),Nawnghkio,222,222
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Shan (North),Nawnghkio,113,113
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Shan (North),Nawnghkio,84,84
01/10/2022,org_5677,org_5677,food distribution,Humanitarian,Shan (North),Nawnghkio,97,97
01/05/2022,org_1538,org_1538,IGA and small grants,Development,Kachin,Bhamo,1,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Chauk,176,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Chauk,173,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Chauk,218,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Chauk,848,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Chauk,327,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Chauk,352,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Chauk,159,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Chauk,88,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Chauk,499,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Chauk,201,0
01/06/2022,org_1538,org_1538,IGA and small grants,Development,Kachin,Bhamo,2,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Magway,310,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Magway,352,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Magway,189,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Magway,168,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Magway,193,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Magway,184,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Magway,121,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Magway,214,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Magway,134,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Magway,168,0
01/06/2022,org_1538,org_1538,IGA and small grants,Development,Kachin,Mansi,3,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Minbu,96,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Minbu,218,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Minbu,294,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Minbu,92,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Minbu,201,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Minbu,289,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Minbu,96,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Minbu,243,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Minbu,147,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Minbu,96,0
01/06/2022,org_1538,org_1538,IGA and small grants,Development,Kachin,Momauk,1,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Myothit,184,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Myothit,327,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Myothit,79,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Myothit,205,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Myothit,147,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Myothit,252,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Myothit,352,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Myothit,310,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Myothit,176,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Myothit,588,0
01/06/2022,org_1538,org_1538,IGA and small grants,Development,Kachin,Momauk,1,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Yenangyaung,218,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Yenangyaung,218,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Yenangyaung,12,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Yenangyaung,109,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Yenangyaung,151,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Yenangyaung,193,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Yenangyaung,130,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Yenangyaung,168,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Yenangyaung,71,0
01/11/2022,org_3315,org_3315,microfinance activities,Development,Magway,Yenangyaung,159,0
01/06/2022,org_1538,org_1538,IGA and small grants,Development,Kachin,Shwegu,4,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Chauk,272,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Chauk,316,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Chauk,272,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Chauk,284,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Chauk,260,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Chauk,348,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Chauk,488,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Chauk,356,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Chauk,288,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Chauk,320,0
01/06/2022,org_1538,org_1538,IGA and small grants,Development,Kachin,Mansi,1,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Magway,280,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Magway,544,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Magway,468,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Magway,344,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Magway,272,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Magway,444,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Magway,372,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Magway,260,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Magway,292,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Magway,276,0
01/05/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Mansi,16,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Minbu,312,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Minbu,288,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Minbu,288,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Minbu,344,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Minbu,292,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Minbu,476,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Minbu,252,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Minbu,304,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Minbu,320,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Minbu,576,0
01/05/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Mansi,2,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Myothit,356,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Myothit,440,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Myothit,440,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Myothit,268,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Myothit,264,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Myothit,380,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Myothit,316,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Myothit,316,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Myothit,280,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Myothit,344,0
01/05/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Mansi,2,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Yenangyaung,232,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Yenangyaung,248,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Yenangyaung,272,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Yenangyaung,252,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Yenangyaung,184,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Yenangyaung,240,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Yenangyaung,316,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Yenangyaung,244,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Yenangyaung,268,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Magway,Yenangyaung,332,0
01/05/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Mansi,16,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,163.8,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,121.8,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,84,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,71.4,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,105,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,126,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,142.8,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,109.2,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,163.8,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,378,0
01/06/2022,org_7298,org_7298,FFS and farmer training,Humanitarian,Kachin,Momauk,39,39
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,117.6,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,163.8,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,436.8,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,138.6,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,142.8,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,96.6,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,71.4,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,126,0
01/11/2022,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,109.2,0
01/11/2022,org_3315,org_3315,kitchen garden kits,Development,Mandalay,Nyaung-U,12.6,13
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,12,0
01/11/2022,org_3315,org_3315,kitchen garden kits,Development,Mandalay,Nyaung-U,8.4,8
01/11/2022,org_3315,org_3315,kitchen garden kits,Development,Mandalay,Nyaung-U,4.2,4
01/11/2022,org_3315,org_3315,kitchen garden kits,Development,Mandalay,Nyaung-U,4.2,4
01/11/2022,org_3315,org_3315,kitchen garden kits,Development,Mandalay,Nyaung-U,8.4,8
01/11/2022,org_3315,org_3315,kitchen garden kits,Development,Mandalay,Nyaung-U,4.2,4
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,25.2,25
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,12.6,13
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,25.2,25
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,4.2,4
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,12.6,13
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,21,0
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,8.4,8
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,16.8,17
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,4.2,4
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,4.2,4
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,12.6,13
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,8.4,8
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,33.6,34
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,8.4,8
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,21,21
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,12.6,13
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,39,0
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,12.6,13
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,4.2,4
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,8.4,8
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,33.6,34
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,58.8,59
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,25.2,25
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,8.4,8
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,4.2,4
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,4.2,4
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,21,21
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,27,0
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,4.2,4
01/11/2022,org_3315,org_3315,livestock kits,Development,Mandalay,Nyaung-U,25.2,25
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Chaungzon,3,3
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Kyaikmaraw,12,12
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Kyaikmaraw,6,6
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,26,26
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,4,4
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,34,34
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,2,2
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,2,2
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,6,0
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,20,20
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,4,4
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,73,73
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,7,7
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,1,1
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,2,2
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mawlamyine,2,2
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Mudon,40,40
01/11/2022,org_9639,org_8861,multi-purpose cash transfer,Humanitarian,Mon,Paung,5,5
01/11/2022,org_9639,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Hpruso,83,83
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,12,0
01/11/2022,org_9639,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Hpruso,68,68
01/11/2022,org_9639,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,279,279
01/11/2022,org_9639,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,867,867
01/11/2022,org_9639,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,1132,1132
01/11/2022,org_9639,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,470,470
01/11/2022,org_9639,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,246,246
01/11/2022,org_9639,org_4481,food distribution,Humanitarian,Shan (South),Hsihseng,35,35
01/11/2022,org_9639,org_4481,food distribution,Humanitarian,Shan (South),Hsihseng,65,65
01/11/2022,org_9639,org_4481,food distribution,Humanitarian,Shan (South),Hsihseng,15,15
01/11/2022,org_9639,org_4481,food distribution,Humanitarian,Shan (South),Hsihseng,70,70
01/06/2022,org_7298,org_7298,FFS and farmer training,Humanitarian,Kachin,Momauk,19,19
01/11/2022,org_9639,org_4481,food distribution,Humanitarian,Shan (South),Hsihseng,49,49
01/11/2022,org_9639,org_4481,food distribution,Humanitarian,Kayah,Loikaw,640,640
01/11/2022,org_7597,org_7597,livestock kits,Humanitarian,Kayin,Hlaingbwe,20,20
01/11/2022,org_7597,org_7597,livestock kits,Humanitarian,Kayin,Hlaingbwe,10,10
01/11/2022,org_7597,org_7597,livestock kits,Humanitarian,Kayin,Hlaingbwe,30,30
01/11/2022,org_7597,org_7597,livestock kits,Humanitarian,Kayin,Hlaingbwe,10,10
01/11/2022,org_7597,org_7597,livestock kits,Humanitarian,Kayin,Hlaingbwe,20,20
01/11/2022,org_7597,org_7597,livestock kits,Humanitarian,Kayin,Hlaingbwe,10,10
01/11/2022,org_7597,org_7597,livestock kits,Humanitarian,Kayin,Hlaingbwe,30,30
01/11/2022,org_7597,org_7597,livestock kits,Humanitarian,Kayin,Hlaingbwe,30,30
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,8,0
01/11/2022,org_7597,org_7597,livestock kits,Humanitarian,Kayin,Hlaingbwe,20,20
01/11/2022,org_7597,org_7597,livestock kits,Humanitarian,Kayin,Hlaingbwe,20,20
01/11/2022,org_7597,org_7597,vocational training,Humanitarian,Kayin,Hlaingbwe,20,0
01/11/2022,org_7597,org_7597,vocational training,Humanitarian,Kayin,Hlaingbwe,10,0
01/11/2022,org_7597,org_7597,vocational training,Humanitarian,Kayin,Hlaingbwe,30,0
01/11/2022,org_7597,org_7597,vocational training,Humanitarian,Kayin,Hlaingbwe,10,0
01/11/2022,org_7597,org_7597,vocational training,Humanitarian,Kayin,Hlaingbwe,20,0
01/11/2022,org_7597,org_7597,vocational training,Humanitarian,Kayin,Hlaingbwe,10,0
01/11/2022,org_7597,org_7597,vocational training,Humanitarian,Kayin,Hlaingbwe,30,0
01/11/2022,org_7597,org_7597,vocational training,Humanitarian,Kayin,Hlaingbwe,30,0
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,11,0
01/11/2022,org_7597,org_7597,vocational training,Humanitarian,Kayin,Hlaingbwe,20,0
01/11/2022,org_7597,org_7597,vocational training,Humanitarian,Kayin,Hlaingbwe,20,0
01/11/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,17,17
01/11/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Mansi,5,5
01/11/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Mansi,11,11
01/11/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Mansi,194,0
01/11/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Mansi,194,0
01/11/2022,org_7298,org_7298,FFS and farmer training,Humanitarian,Kachin,Mansi,190,0
01/11/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Mansi,190,0
01/11/2022,org_7298,org_7298,food distribution,Humanitarian,Kachin,Momauk,122,122
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,19,0
01/11/2022,org_7298,org_7298,food distribution,Humanitarian,Kachin,Momauk,95,95
01/11/2022,org_7298,org_5145,food distribution,Humanitarian,Sagaing,Kale,459,459
01/11/2022,org_7298,org_5145,food distribution,Humanitarian,Sagaing,Kale,121,121
01/11/2022,org_7298,org_6130,food distribution,Humanitarian,Sagaing,Kale,1458,1458
01/11/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,35,35
01/11/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,26,26
01/11/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,11,11
01/10/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,7,7
01/10/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,29,29
01/10/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,12,12
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,8,0
01/10/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,7,7
01/10/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,29,29
01/11/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,28,28
01/11/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,37,37
01/11/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,45,45
01/11/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,42,42
01/10/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,32,32
01/10/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,43,43
01/11/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,60,60
01/11/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Rathedaung,5,5
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,8,0
01/11/2022,org_6793,org_6793,fishery kits,Development,Rakhine,Pauktaw,31,31
01/11/2022,org_5677,org_5677,kitchen garden kits,Development,Ayeyarwady,Einme,133,133
01/11/2022,org_5677,org_5677,kitchen garden kits,Development,Ayeyarwady,Einme,49,49
01/11/2022,org_5677,org_5677,kitchen garden kits,Development,Ayeyarwady,Einme,67,67
01/11/2022,org_5677,org_5677,"crop, vegetable and seed kits",Development,Mon,Mawlamyine,70,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,1,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,2,2
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,1,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,2,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,3,0
01/06/2022,org_7298,org_7298,FFS and farmer training,Humanitarian,Kachin,Momauk,27,27
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,3,3
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,4,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,1,1
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,2,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,1,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,1,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,2,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,1,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,3,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,1,0
01/06/2022,org_7298,org_7298,"crop, vegetable and seed kits",Humanitarian,Kachin,Momauk,9,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,5,0
01/11/2022,org_5677,org_5677,food distribution,Humanitarian,Magway,Seikphyu,180,13
01/11/2022,org_5677,org_5677,FFS and farmer training,Development,Yangon,Thanlyin,17,17
01/11/2022,org_5283,org_5283,food distribution,Humanitarian,Mandalay,Sintgaing,488,90
01/11/2022,org_5283,org_5283,food distribution,Humanitarian,Mandalay,Chanayethazan,59,0
